Year,Player,Age,Hometown,Home State,Tm,G,GS,Cmp,Att,Yds,TD,Int,Att,Yds,Y/A,TD,Rec,Yds,Y/R,TD,FantPos,FantPt,Height (inches),Weight,College,College wins,College losses,DOB,Draft Round,Draft Year,Month_of_Birth
2006,John Owens,26,Washington,DC,NOR,5,0,0,0,0,0,0,0,0,,0,4,44,11,0,TE,4,75,266,Notre Dame,112,74,10-01-1980,5,2002,1
2006,Keith Joseph,25,Houston,TX,NOR,1,0,0,0,0,0,0,0,0,,0,0,0,,0,RB,,74,223,Texas A&M,107,79,09-12-1981,0,0,12
2006,Lance Moore,23,Columbus,OH,NOR,4,0,0,0,0,0,0,0,0,,0,1,10,10,0,WR,1,69,177,Toledo,112,72,31-08-1983,0,0,8
2006,Mark Campbell,31,Clawson,MI,NOR,14,10,0,0,0,0,0,0,0,,0,18,164,9.11,0,TE,16,78,255,Michigan,124,64,06-12-1975,0,0,12
2006,Marques Colston,23,Harrisburg,PA,NOR,14,12,0,0,0,0,0,0,0,,0,70,1038,14.83,8,WR,152,76,225,Hofstra,#N/A,#N/A,05-06-1983,7,2006,6
2006,Mike Karney,25,San Jose,CA,NOR,15,7,0,0,0,0,0,11,33,3,1,15,96,6.4,2,RB,31,71,254,Arizona St.,101,86,06-07-1981,5,2004,7
2006,Nate Lawrie,25,Indianapolis,IN,NOR,7,0,0,0,0,0,0,0,0,,0,1,17,17,0,TE,2,79,256,Yale,#N/A,#N/A,07-10-1981,6,2004,10
2006,Reggie Bush,21,Spring Valley,CA,NOR,16,8,0,1,0,0,1,155,565,3.65,6,88,742,8.43,2,RB,177,73,200,USC,129,49,02-03-1985,1,2006,3
2006,Terrance Copper,24,Washington,NC,NOR,15,4,0,0,0,0,0,1,8,8,0,23,385,16.74,3,WR,57,73,204,East Carolina,97,90,12-03-1982,0,0,3
2006,Bam Childress,24,Warrensville Heights,OH,NWE,2,0,0,0,0,0,0,0,0,,0,2,7,3.5,0,WR,1,70,185,Ohio St.,138,41,31-03-1982,0,0,3
2006,Ben Watson,26,Norfolk,VA,NWE,13,13,0,0,0,0,0,0,0,,0,49,643,13.12,3,TE,82,75,255,Duke,44,134,18-12-1980,1,2004,12
2006,Chad Jackson,21,Birmingham,AL,NWE,12,1,0,0,0,0,0,4,22,5.5,0,13,152,11.69,3,WR,35,73,205,Florida,139,55,06-03-1985,2,2006,3
2006,Corey Dillon,32,Seattle,WA,NWE,16,13,0,0,0,0,0,199,812,4.08,13,15,147,9.8,0,RB,174,73,225,Washington,86,98,24-10-1974,2,1997,10
2006,Daniel Graham,28,Torrance,CA,NWE,12,11,0,0,0,0,0,0,0,,0,21,235,11.19,2,TE,36,75,257,Colorado,78,108,16-11-1978,1,2002,11
2006,David Thomas,23,Plainview,TX,NWE,15,3,0,0,0,0,0,0,0,,0,11,159,14.45,1,TE,22,75,240,Texas,149,45,05-07-1983,3,2006,7
2006,Heath Evans,28,West Palm Beach,FL,NWE,16,3,0,0,0,0,0,27,117,4.33,0,7,34,4.86,1,RB,21,73,245,Auburn,130,61,30-12-1978,3,2001,12
2006,Jabar Gaffney,26,Jacksonville,FL,NWE,11,6,0,0,0,0,0,0,0,,0,11,142,12.91,1,WR,20,73,205,Florida,139,55,01-12-1980,2,2002,12
2006,Jonathan Smith,25,Argyle,GA,NWE,2,0,0,0,0,0,0,0,0,,0,0,0,,0,WR,,70,194,Georgia Tech,117,77,28-11-1981,7,2004,11
2006,Kelvin Kight,24,Atlanta,GA,NWE,4,1,0,0,0,0,0,1,8,8,0,1,9,9,0,WR,2,73,209,Florida,139,55,02-07-1982,0,0,7
2006,Kevin Faulk,30,Lafayette,LA,NWE,15,1,0,0,0,0,0,25,123,4.92,1,43,356,8.28,2,RB,68,68,202,LSU,146,48,05-06-1976,2,1999,6
2006,Laurence Maroney,21,St. Louis,MO,NWE,14,0,0,0,0,0,0,175,745,4.26,6,22,194,8.82,1,RB,136,71,210,Minnesota,90,96,05-02-1985,1,2006,2
2006,Patrick Pass,29,Scottsdale,GA,NWE,3,0,0,0,0,0,0,6,21,3.5,0,2,24,12,0,RB,5,70,217,Georgia,142,53,31-12-1977,7,2000,12
2006,Reche Caldwell,27,Tampa,FL,NWE,16,14,0,0,0,0,0,1,5,5,0,61,760,12.46,4,WR,103,73,215,Florida,139,55,28-03-1979,2,2002,3
2006,Troy Brown,35,Barnwell,SC,NWE,16,9,0,0,0,0,0,2,18,9,0,43,384,8.93,4,WR,66,70,196,Marshall,107,80,02-07-1971,8,1993,7
2006,Amani Toomer,32,Berkeley,CA,NYG,8,8,0,0,0,0,0,1,0,0,0,32,360,11.25,3,WR,54,75,208,Michigan,124,64,08-09-1974,2,1996,9
2006,Brandon Jacobs,24,Houma,LA,NYG,15,0,0,0,0,0,0,96,423,4.41,9,11,149,13.55,0,RB,111,76,256,Southern Illinois,#N/A,#N/A,06-07-1982,4,2005,7
2006,Darcy Johnson,23,St. Augustine,FL,NYG,1,0,0,0,0,0,0,0,0,,0,0,0,,0,TE,,77,252,Central Florida,99,86,11-02-1983,0,0,2
2006,David Tyree,26,Livingston,NJ,NYG,16,1,0,0,0,0,0,0,0,,0,19,197,10.37,2,WR,32,73,205,Syracuse,81,101,03-01-1980,6,2003,1
2006,Derrick Ward,26,Los Angeles,CA,NYG,8,0,0,0,0,0,0,0,0,,0,0,0,,0,RB,,71,233,Fresno St.,121,74,30-08-1980,7,2004,8
2006,James Sims,23,Las Vegas,NV,NYG,2,0,0,0,0,0,0,0,0,,0,0,0,,0,RB,,73,211,Washington,86,98,14-02-1983,0,0,2
2006,Jeremy Shockey,26,Ada,OK,NYG,15,15,0,0,0,0,0,0,0,,0,66,623,9.44,7,TE,104,77,253,Miami (FL),130,58,18-08-1980,1,2002,8
2006,Jim Finn,30,Teaneck,NJ,NYG,16,11,0,0,0,0,0,2,14,7,0,8,54,6.75,0,RB,7,73,245,Pennsylvania,#N/A,#N/A,09-12-1976,7,1999,12
2006,Michael Jennings,27,Jacksonville,FL,NYG,8,0,0,0,0,0,0,2,12,6,0,5,49,9.8,0,WR,6,71,175,Grambling St.,#N/A,#N/A,07-09-1979,0,0,9
2006,Plaxico Burress,29,Norfolk,VA,NYG,15,15,0,0,0,0,0,0,0,,0,63,988,15.68,10,WR,159,77,226,Michigan St.,112,76,12-08-1977,1,2000,8
2006,Sinorice Moss,23,Miami,FL,NYG,6,0,0,0,0,0,0,0,0,,0,5,25,5,0,WR,3,68,185,Miami (FL),130,58,28-12-1983,2,2006,12
2006,Tiki Barber,31,Roanoke,VA,NYG,16,16,0,0,0,0,0,327,1662,5.08,5,58,465,8.02,0,RB,243,70,200,Virginia,90,95,07-04-1975,2,1997,4
2006,Tim Carter,27,Atlanta,GA,NYG,16,8,0,0,0,0,0,0,0,,0,22,253,11.5,2,WR,37,73,200,Auburn,130,61,21-09-1979,2,2002,9
2006,Visanthe Shiancoe,26,Laurel,MD,NYG,16,4,0,0,0,0,0,0,0,,0,12,81,6.75,0,TE,8,76,250,Morgan St.,#N/A,#N/A,18-06-1980,3,2003,6
2006,B.J. Askew,26,Colerain,OH,NYJ,13,5,0,0,0,0,0,6,11,1.83,0,9,50,5.56,0,RB,6,75,233,Michigan,124,64,19-08-1980,3,2003,8
2006,Cedric Houston,24,Clarendon,AR,NYJ,8,1,0,0,0,0,0,113,374,3.31,5,7,43,6.14,0,RB,72,71,225,Tennessee,113,75,28-06-1982,6,2005,6
2006,Chris Baker,27,St. Albans,NY,NYJ,16,14,0,0,0,0,0,0,0,,0,31,300,9.68,4,TE,54,75,258,Michigan St.,112,76,18-11-1979,3,2002,11
2006,Derrick Blaylock,27,Atlanta,TX,NYJ,4,2,0,0,0,0,0,25,44,1.76,0,5,29,5.8,0,RB,7,69,205,S.F. Austin,#N/A,#N/A,23-08-1979,5,2001,8
2006,Jamar Martin,26,Canton,OH,NYJ,2,0,0,0,0,0,0,0,0,,0,0,0,,0,RB,,71,256,Ohio St.,138,41,12-04-1980,4,2002,4
2006,James Dearth,30,Fort Ord,CA,NYJ,16,0,0,0,0,0,0,0,0,,0,0,0,,0,TE,,76,270,Tulsa,96,93,22-01-1976,6,1999,1
2006,James Hodgins,29,San Jose,CA,NYJ,6,0,0,0,0,0,0,0,0,,0,2,9,4.5,0,RB,1,73,274,San Jose St.,72,107,30-04-1977,0,0,4
2006,Jerricho Cotchery,24,Birmingham,AL,NYJ,16,16,0,0,0,0,0,5,25,5,0,82,961,11.72,6,WR,135,73,200,North Carolina St.,98,88,16-06-1982,4,2004,6
2006,Justin McCareins,28,Evanston,IL,NYJ,16,7,0,0,0,0,0,0,0,,0,23,347,15.09,1,WR,41,74,215,Northern Illinois,119,69,01-12-1978,4,2001,12
2006,Kevan Barlow,27,Pittsburgh,PA,NYJ,12,3,0,0,0,0,0,131,370,2.82,6,7,21,3,0,RB,75,73,238,Pittsburgh,106,80,07-01-1979,3,2001,1
2006,Laveranues Coles,29,Jacksonville,FL,NYJ,16,16,0,0,0,0,0,2,14,7,0,91,1098,12.07,6,WR,147,71,193,Florida St.,130,54,29-12-1977,3,2000,12
2006,Leon Washington,24,Jacksonville,FL,NYJ,16,8,0,0,0,0,0,151,650,4.3,4,25,270,10.8,0,RB,116,68,210,Florida St.,130,54,29-08-1982,4,2006,8
2006,Sean Ryan,26,Buffalo,NY,NYJ,16,3,0,0,0,0,0,0,0,,0,6,44,7.33,0,TE,4,77,254,Boston Col.,116,74,27-03-1980,5,2004,3
2006,Stacy Tutt,24,Fredericksburg,VA,NYJ,2,0,0,0,0,0,0,0,0,,0,0,0,,0,RB,,74,235,University of Richmond,#N/A,#N/A,08-08-1982,0,0,8
2006,Wallace Wright,22,Fayetteville,NC,NYJ,5,0,0,0,0,0,0,0,0,,0,0,0,,0,WR,,73,191,North Carolina,70,97,01-02-1984,0,0,2
2006,Adimchinobe Echemandu,26,Lagos,Nigeria,OAK,4,0,0,0,0,0,0,0,0,,0,0,0,,0,RB,,70,225,California,90,94,21-11-1980,7,2004,11
2006,Alvis Whitted,32,Durham,NC,OAK,14,13,0,0,0,0,0,1,4,4,0,27,299,11.07,0,WR,30,73,185,North Carolina St.,98,88,04-09-1974,7,1998,9
2006,Courtney Anderson,26,Greenville,TX,OAK,16,11,0,0,0,0,0,0,0,,0,25,285,11.4,2,TE,41,79,270,San Jose St.,72,107,19-11-1980,7,2004,11
2006,James Adkisson,26,St. Louis,MO,OAK,2,0,0,0,0,0,0,0,0,,0,1,9,9,0,WR,1,77,230,South Carolina,110,76,11-01-1980,0,0,1
2006,Jerry Porter,28,Washington,DC,OAK,4,0,0,0,0,0,0,0,0,,0,1,19,19,0,WR,2,74,220,West Virginia,120,67,14-07-1978,2,2000,7
2006,John Madsen,23,West Valley City,UT,OAK,15,1,0,0,0,0,0,0,0,,0,11,146,13.27,1,WR,21,77,220,Utah,123,61,09-05-1983,0,0,5
2006,John Paul Foschi,24,Queens,NY,OAK,1,0,0,0,0,0,0,0,0,,0,0,0,,0,RB,,76,270,Georgia Tech,117,77,19-05-1982,0,0,5
2006,Johnnie Morant,25,Newark,NJ,OAK,10,2,0,0,0,0,0,0,0,,0,7,70,10,0,WR,7,76,229,Syracuse,81,101,07-12-1981,5,2004,12
2006,Justin Fargas,26,Encino,CA,OAK,16,6,0,0,0,0,0,178,659,3.7,1,13,91,7,0,RB,81,73,220,Michigan,124,64,25-01-1980,3,2003,1
2006,LaMont Jordan,28,Suitland,MD,OAK,9,8,0,0,0,0,0,114,434,3.81,2,10,74,7.4,0,RB,63,70,230,Maryland,98,86,11-11-1978,2,2001,11
2006,Marques Tuiasosopo,27,Seattle,WA,OAK,2,0,6,13,68,1,2,4,29,7.25,0,0,0,,0,QB,6,73,220,Washington,86,98,22-03-1979,2,2001,3
2006,Randal Williams,28,Bronx,NY,OAK,16,10,0,0,0,0,0,0,0,,0,28,293,10.46,0,TE,29,75,220,New Hampshire,#N/A,#N/A,21-05-1978,0,0,5
2006,Randy Moss,29,Rand,WV,OAK,13,13,0,0,0,0,0,0,0,,0,42,553,13.17,3,WR,73,76,215,Marshall,107,80,13-02-1977,1,1998,2
2006,ReShard Lee,26,Brunswick,GA,OAK,16,3,0,0,0,0,0,21,72,3.43,2,20,138,6.9,0,RB,33,70,220,Middle Tenn. St.,#N/A,#N/A,12-10-1980,0,0,10
2006,Ronald Curry,27,Hampton,VA,OAK,16,4,0,2,0,0,1,1,4,4,0,62,727,11.73,1,WR,77,74,220,North Carolina,70,97,28-05-1979,7,2002,5
2006,Will Buchanon,23,Oceanside,CA,OAK,1,0,0,0,0,0,0,0,0,,0,1,9,9,0,WR,1,75,185,USC,129,49,05-04-1983,0,0,4
2006,Zack Crockett,34,Pompano Beach,FL,OAK,16,9,0,0,0,0,0,39,163,4.18,0,10,53,5.3,0,RB,22,74,240,Florida St.,130,54,02-12-1972,3,1995,12
2006,Brian Westbrook,27,Washington,DC,PHI,15,14,0,0,0,0,0,240,1217,5.07,7,77,699,9.08,4,RB,258,68,200,Villanova,#N/A,#N/A,02-09-1979,3,2002,9
2006,Bruce Perry,25,Philadelphia,PA,PHI,3,0,0,0,0,0,0,0,0,,0,0,0,,0,RB,,70,200,Maryland,98,86,22-03-1981,7,2004,3
2006,Correll Buckhalter,28,Laurel,MS,PHI,16,1,0,0,0,0,0,83,345,4.16,2,24,256,10.67,1,RB,78,73,222,Nebraska,134,61,06-10-1978,4,2001,10
2006,Donte' Stallworth,26,Sacramento,CA,PHI,12,11,0,0,0,0,0,0,0,,0,38,725,19.08,5,WR,103,73,197,Tennessee,113,75,10-11-1980,1,2002,11
2006,Greg Lewis,26,Chicago,IL,PHI,16,3,0,0,0,0,0,0,0,,0,24,348,14.5,2,WR,47,73,180,Illinois,73,107,12-02-1980,0,0,2
2006,Hank Baskett,24,Clovis,NM,PHI,16,5,0,1,0,0,1,0,0,,0,22,464,21.09,2,WR,56,74,220,New Mexico,72,111,04-09-1982,0,0,9
2006,Jason Avant,23,Chicago,IL,PHI,8,3,0,0,0,0,0,0,0,,0,7,68,9.71,1,WR,13,73,210,Michigan,124,64,20-04-1983,4,2006,4
2006,L.J. Smith,26,New Brunswick,NJ,PHI,16,15,0,0,0,0,0,0,0,,0,50,611,12.22,5,TE,93,75,258,Rutgers,87,96,13-05-1980,2,2003,5
2006,Matt Schobel,28,Columbus,TX,PHI,16,4,0,0,0,0,0,0,0,,0,14,214,15.29,2,TE,33,77,257,Texas A&M,107,79,04-11-1978,3,2002,11
2006,Mike Bartrum,36,Gallipolis,OH,PHI,11,0,0,0,0,0,0,0,0,,0,0,0,,0,TE,,76,245,Marshall,107,80,23-06-1970,0,0,6
2006,Reggie Brown,25,Carrollton,GA,PHI,16,15,0,0,0,0,0,3,24,8,1,46,816,17.74,8,WR,138,73,197,Georgia,142,53,13-01-1981,2,2005,1
2006,Ryan Moats,24,Dallas,TX,PHI,8,0,0,0,0,0,0,22,69,3.14,0,0,0,,0,RB,7,68,210,Louisiana Tech,86,95,17-12-1982,3,2005,12
2006,Thomas Tapeh,26,Monrovie,Liberia,PHI,16,8,0,0,0,0,0,5,9,1.8,0,16,85,5.31,1,RB,15,73,243,Minnesota,90,96,28-03-1980,5,2004,3
2006,Cedrick Wilson,28,Memphis,TN,PIT,15,12,1,1,21,0,0,2,14,7,0,37,504,13.62,1,WR,59,70,183,Tennessee,113,75,17-12-1978,6,2001,12
2006,Dan Kreider,29,Lancaster,PA,PIT,16,12,0,0,0,0,0,1,5,5,0,8,62,7.75,0,RB,7,71,255,New Hampshire,#N/A,#N/A,11-03-1977,0,0,3
2006,Duce Staley,31,Tampa,FL,PIT,1,0,0,0,0,0,0,0,0,,0,0,0,,0,RB,,71,242,South Carolina,110,76,27-02-1975,3,1997,2
2006,Heath Miller,24,Swords Creek,VA,PIT,16,16,0,0,0,0,0,0,0,,0,34,393,11.56,5,TE,69,77,256,Virginia,90,95,22-10-1982,1,2005,10
2006,Hines Ward,30,Forest Park,GA,PIT,14,14,0,0,0,0,0,2,30,15,0,74,975,13.18,6,WR,137,73,205,Georgia,142,53,08-03-1976,3,1998,3
2006,Jerame Tuman,30,Liberal,KS,PIT,15,4,0,0,0,0,0,0,0,,0,7,73,10.43,1,TE,13,76,255,Michigan,124,64,24-03-1976,5,1999,3
2006,John Kuhn,24,York,PA,PIT,9,0,0,0,0,0,0,2,18,9,0,1,15,15,0,RB,3,73,255,Shippensburg,#N/A,#N/A,09-09-1982,0,0,9
2006,Lee Mays,28,Houston,TX,PIT,1,0,0,0,0,0,0,0,0,,0,0,0,,0,WR,,74,200,Texas-El Paso,69,112,18-09-1978,6,2002,9
2006,Najeh Davenport,27,Raleigh,NC,PIT,13,0,0,0,0,0,0,60,221,3.68,1,15,193,12.87,1,RB,53,73,245,Miami (FL),130,58,08-02-1979,4,2002,2
2006,Nate Washington,23,Toledo,OH,PIT,16,2,0,0,0,0,0,3,8,2.67,0,35,624,17.83,4,WR,87,73,185,Tiffin,#N/A,#N/A,28-08-1983,0,0,8
2006,Santonio Holmes,22,Belle Glade,FL,PIT,16,4,0,0,0,0,0,1,13,13,0,49,824,16.82,2,WR,96,70,185,Ohio St.,138,41,03-03-1984,1,2006,3
2006,Sean Morey,30,Marshfield,MA,PIT,16,0,0,0,0,0,0,0,0,,0,2,29,14.5,0,WR,3,71,200,Hebron Prep,#N/A,#N/A,26-02-1976,7,1999,2
2006,Tim Euhus,26,Eugene,OR,PIT,1,0,0,0,0,0,0,0,0,,0,0,0,,0,TE,,77,247,Oregon St.,111,76,02-10-1980,4,2004,10
2006,Verron Haynes,27,New York,NY,PIT,7,0,0,0,0,0,0,15,78,5.2,0,18,95,5.28,0,RB,17,70,223,Georgia,142,53,17-02-1979,5,2002,2
2006,Walter Young,27,Park Forest,IL,PIT,2,0,0,0,0,0,0,0,0,,0,1,17,17,0,WR,2,77,214,Illinois,73,107,07-12-1979,7,2003,12
2006,Willie Parker,26,Clinton,NC,PIT,16,16,0,0,0,0,0,337,1494,4.43,13,31,222,7.16,3,RB,268,70,209,North Carolina,70,97,11-11-1980,0,0,11
2006,Willie Reid,24,Kathleen,GA,PIT,1,0,0,0,0,0,0,0,0,,0,0,0,,0,WR,,70,190,Florida St.,130,54,19-09-1982,3,2006,9
2006,Andrew Pinnock,26,Hartford,CT,SDG,3,0,0,0,0,0,0,4,25,6.25,0,0,0,,0,RB,3,70,260,South Carolina,110,76,12-03-1980,7,2003,3
2006,Antonio Gates,26,Detroit,MI,SDG,16,16,0,0,0,0,0,0,0,,0,71,924,13.01,9,TE,146,76,260,Kent St.,66,111,18-06-1980,0,0,6
2006,Brandon Manumaleuna,26,Torrance,CA,SDG,16,7,0,0,0,0,0,1,1,1,0,14,91,6.5,3,TE,27,74,288,Arizona,82,99,04-01-1980,4,2001,1
2006,Eric Parker,27,Chicago,IL,SDG,15,12,0,0,0,0,0,2,19,9.5,0,48,659,13.73,0,WR,68,73,180,Tennessee,113,75,14-04-1979,0,0,4
2006,Greg Camarillo,24,Redwood City,CA,SDG,4,0,0,0,0,0,0,0,0,,0,0,0,,0,WR,,73,190,Stanford,101,81,18-04-1982,0,0,4
2006,Kassim Osgood,26,Boston,MA,SDG,16,0,0,0,0,0,0,0,0,,0,0,0,,0,WR,,77,209,San Diego St.,77,104,20-05-1980,0,0,5
2006,Keenan McCardell,36,Houston,TX,SDG,14,11,0,0,0,0,0,1,8,8,0,36,437,12.14,0,WR,45,73,191,UNLV,57,123,06-01-1970,12,1991,1
2006,LaDainian Tomlinson,27,Rosebud,TX,SDG,16,16,2,3,20,2,0,348,1815,5.22,28,56,508,9.07,3,RB,427,70,221,TCU,138,49,23-06-1979,1,2001,6
2006,Lorenzo Neal,36,Hanford,CA,SDG,16,11,0,0,0,0,0,29,140,4.83,1,17,83,4.88,0,RB,28,71,255,Fresno St.,121,74,27-12-1970,4,1993,12
2006,Malcom Floyd,25,Sacramento,CA,SDG,12,0,0,0,0,0,0,0,0,,0,15,210,14,3,WR,39,77,201,Wyoming,69,109,08-09-1981,0,0,9
2006,Michael Turner,24,Waukegan,IL,SDG,13,0,0,0,0,0,0,80,502,6.28,2,3,47,15.67,0,RB,67,70,237,Northern Illinois,119,69,13-02-1982,5,2004,2
2006,Vincent Jackson,23,Fort Polk,LA,SDG,16,7,0,0,0,0,0,3,16,5.33,0,27,453,16.78,6,WR,85,77,241,Northern Colorado,#N/A,#N/A,14-01-1983,2,2005,1
2006,Bobby Engram,33,Camden,SC,SEA,7,6,0,0,0,0,0,1,4,4,0,24,290,12.08,1,WR,35,70,188,Penn St.,15,68,07-01-1973,2,1996,1
2006,D.J. Hackett,25,Fontana,CA,SEA,14,5,0,0,0,0,0,0,0,,0,45,610,13.56,4,WR,85,74,199,Northern State Univ.,#N/A,#N/A,03-07-1981,5,2004,7
2006,Darrell Jackson,28,Dayton,OH,SEA,13,13,0,0,0,0,0,0,0,,0,63,956,15.17,10,WR,156,73,201,Florida,139,55,06-12-1978,3,2000,12
2006,Deion Branch,27,Albany,GA,SEA,14,13,0,0,0,0,0,4,30,7.5,0,53,725,13.68,4,WR,100,69,193,Louisville,127,61,18-07-1979,2,2002,7
2006,Derek Rackley,29,Apple Valley,MN,SEA,15,0,0,0,0,0,0,0,0,,0,0,0,,0,TE,,76,250,Minnesota,90,96,18-07-1977,0,0,7
2006,Itula Mili,33,Kahuku,HI,SEA,10,2,0,0,0,0,0,0,0,,0,10,69,6.9,0,TE,7,76,260,BYU,122,67,20-04-1973,6,1997,4
2006,Jerramy Stevens,27,Olympia,WA,SEA,11,6,0,0,0,0,0,0,0,,0,22,231,10.5,4,TE,49,79,260,Washington,86,98,13-11-1979,1,2002,11
2006,Josh Parry,28,Sonora,CA,SEA,8,0,0,0,0,0,0,0,0,,0,1,11,11,0,RB,1,74,250,San Jose St.,72,107,05-04-1978,0,0,4
2006,Josh Scobey,27,Oklahoma City,OK,SEA,12,0,0,0,0,0,0,0,0,,0,0,0,,0,RB,,73,222,Kansas St.,118,71,11-12-1979,6,2002,12
2006,Mack Strong,35,Columbus,GA,SEA,16,10,0,0,0,0,0,33,149,4.52,1,29,159,5.48,0,RB,37,73,245,Georgia,142,53,11-09-1971,0,0,9
2006,Marquis Weeks,26,Fort Ord,CA,SEA,10,0,0,0,0,0,0,3,8,2.67,0,0,0,,0,RB,1,70,216,Virginia,90,95,02-10-1980,0,0,10
2006,Maurice Morris,27,Chester,SC,SEA,16,8,0,0,0,0,0,161,604,3.75,0,11,46,4.18,0,RB,65,71,202,Oregon,143,47,01-12-1979,2,2002,12
2006,Nate Burleson,25,Calgary,WA,SEA,16,7,0,0,0,0,0,0,0,,0,18,192,10.67,2,WR,31,73,192,Nevada-Reno,93,93,19-08-1981,3,2003,8
2006,Shaun Alexander,29,Florence,KY,SEA,10,10,0,0,0,0,0,252,896,3.56,7,12,48,4,0,RB,136,71,225,Alabama,114,58,30-08-1977,1,2000,8
2006,Will Heller,25,Dunwoody,GA,SEA,16,0,0,0,0,0,0,0,0,,0,4,32,8,1,TE,9,78,250,Georgia Tech,117,77,28-02-1981,0,0,2
2006,Antonio Bryant,25,Miami,FL,SFO,14,13,0,0,0,0,0,0,0,,0,40,733,18.33,3,WR,91,73,192,Pittsburgh,106,80,09-03-1981,2,2002,3
2006,Arnaz Battle,26,Dallas,TX,SFO,16,15,0,1,0,0,0,5,25,5,0,59,686,11.63,3,WR,89,73,217,Notre Dame,112,74,22-02-1980,6,2003,2
2006,Billy Bajema,24,Oklahoma City,OK,SFO,16,6,0,0,0,0,0,0,0,,0,0,0,,0,TE,,77,261,Oklahoma St.,113,73,31-10-1982,7,2005,10
2006,Brandon Williams,22,St. Louis,MO,SFO,13,0,0,0,0,0,0,0,0,,0,0,0,,0,WR,,70,175,Wisconsin,135,60,24-02-1984,3,2006,2
2006,Brian Jennings,30,Mesa,AZ,SFO,16,0,0,0,0,0,0,0,0,,0,0,0,,0,TE,,77,245,Arizona St.,101,86,14-10-1976,7,2000,10
2006,Bryan Gilmore,28,Lufkin,TX,SFO,16,3,0,0,0,0,0,7,94,13.43,0,8,150,18.75,1,WR,30,73,200,Midwestern St.,#N/A,#N/A,21-07-1978,0,0,7
2006,Chris Hetherington,34,North Branford,CT,SFO,3,2,0,0,0,0,0,0,0,,0,2,0,0,0,RB,,75,245,Yale,#N/A,#N/A,27-11-1972,0,0,11
2006,Delanie Walker,22,Pomona,CA,SFO,7,1,0,0,0,0,0,0,0,,0,2,30,15,0,WR,3,73,241,Central Missouri St.,#N/A,#N/A,12-08-1984,6,2006,8
2006,Eric Johnson,27,Needham,MA,SFO,13,9,0,0,0,0,0,0,0,,0,34,292,8.59,2,TE,41,75,256,Yale,#N/A,#N/A,15-09-1979,7,2001,9
2006,Frank Gore,23,Coral Gables,FL,SFO,16,16,0,0,0,0,0,312,1695,5.43,8,61,485,7.95,1,RB,272,69,215,Miami (FL),130,58,14-05-1983,3,2005,5
2006,Michael Robinson,23,Richmond,VA,SFO,16,0,0,1,0,0,0,38,116,3.05,2,9,47,5.22,0,WR,28,73,225,Penn St.,15,68,06-02-1983,4,2006,2
2006,Moran Norris,28,Houston,TX,SFO,14,7,0,0,0,0,0,2,8,4,0,5,36,7.2,2,RB,16,73,250,Kansas,71,109,16-06-1978,4,2001,6
2006,Taylor Jacobs,25,Tallahassee,FL,SFO,8,0,0,0,0,0,0,0,0,,0,4,29,7.25,0,WR,3,73,198,Florida,139,55,30-05-1981,2,2003,5
2006,Vernon Davis,22,Washington,DC,SFO,10,8,0,0,0,0,0,2,5,2.5,0,20,265,13.25,3,TE,45,75,250,Maryland,98,86,31-01-1984,1,2006,1
2006,Aaron Walker,26,Titusville,FL,STL,16,6,0,0,0,0,0,0,0,,0,5,68,13.6,0,TE,7,78,252,Florida,139,55,14-03-1980,5,2003,3
2006,Dane Looker,30,Puyallup,WA,STL,16,0,0,0,0,0,0,1,13,13,0,0,0,,0,WR,1,73,194,Washington,86,98,05-05-1976,0,0,5
2006,Dominique Byrd,22,Minneapolis,MN,STL,5,0,0,0,0,0,0,0,0,,0,2,39,19.5,1,TE,10,74,255,USC,129,49,07-02-1984,3,2006,2
2006,Isaac Bruce,34,Fort Lauderdale,FL,STL,16,13,0,1,0,0,0,0,0,,0,74,1098,14.84,3,WR,130,73,188,Memphis,68,112,10-11-1972,2,1994,11
2006,Joe Klopfenstein,23,Denver,CO,STL,16,16,0,0,0,0,0,0,0,,0,20,226,11.3,1,TE,29,77,250,Colorado,78,108,09-11-1983,2,2006,11
2006,Kay-Jay Harris,27,Tampa,FL,STL,7,0,0,0,0,0,0,3,9,3,0,1,10,10,0,RB,2,73,229,West Virginia,120,67,27-03-1979,0,0,3
2006,Kevin Curtis,28,Murray,UT,STL,16,1,0,0,0,0,0,4,4,1,0,40,479,11.98,4,WR,72,71,186,Utah St.,66,112,17-07-1978,3,2003,7
2006,Madison Hedgecock,25,Winston-Salem,NC,STL,16,9,0,0,0,0,0,1,2,2,0,7,29,4.14,0,RB,3,75,266,North Carolina,70,97,27-08-1981,7,2005,8
2006,Paul Smith,28,El Paso,TX,STL,10,3,0,0,0,0,0,0,0,,0,0,0,,0,RB,,71,234,Texas-El Paso,69,112,31-01-1978,5,2000,1
2006,Shaun McDonald,25,Phoenix,AZ,STL,16,0,0,0,0,0,0,0,0,,0,13,136,10.46,1,WR,20,70,183,Arizona St.,101,86,13-06-1981,4,2003,6
2006,Stephen Davis,32,Spartanburg,SC,STL,15,0,0,0,0,0,0,40,177,4.43,0,12,90,7.5,1,RB,33,73,230,Auburn,130,61,01-03-1974,4,1996,3
2006,Steven Jackson,23,Las Vegas,NV,STL,16,16,0,0,0,0,0,346,1528,4.42,13,90,806,8.96,3,RB,329,75,229,Oregon St.,111,76,22-07-1983,1,2004,7
